fecha,SF282,SF3338,SF3270,SF3367,SF17858,SF17859,SF18607,SF17806,SF17807,SF17808,SF46997,SF46998,SF17990,SF18608,SF33229,SF30057,SF41841,SF60719,SF64840,SF18605,SF26717,SF98792,SF33230,SF98793,SF42852,SF221660,SF221661,SF4830,SF4831,SF4832,SF4842,SF17861,SF17862,SF18609,SF18606,SF26718,SF33231,SF221662,SF221663,SF17802,SF17803,SF17804
1995-09-01,33.46,34.33,35.44,36.11,1.0,,,,,,,,,,,,,,,,,,,,,,,33.48,34.34,35.45,36.13,1.0,,,,,,,,,,
1995-10-01,40.29,41.2,40.1,40.43,2.04,,,,,,,,,,,,,,,,,,,,,,,40.32,41.2,40.1,40.43,2.06,,,,,,,,,,
1995-11-01,53.16,54.19,53.05,,2.88,,,,,,,,,,,,,,,,,,,,,,,53.22,54.19,53.05,0.0,2.88,,,,,,,,,,
1995-12-01,48.62,48.01,46.36,,2.15,,,,,,,,,,,,,,,,,,,,,,,48.65,48.06,46.36,0.0,2.16,,,,,,,,,,
1996-01-01,40.99,41.57,41.37,40.91,1.46,,,,,,,,,,,,,,,,,,,,,,,40.91,41.51,41.18,40.89,1.46,,,,,,,,,,
1996-02-01,38.58,40.66,41.65,43.11,1.74,,,,,,,,,,,,,,,,,,,,,,,38.54,40.62,41.65,43.11,1.74,,,,,,,,,,
1996-03-01,41.45,43.05,42.9,43.77,1.83,,,,,,,,,,,,,,,,,,,,,,,41.52,43.17,43.19,43.56,1.83,,,,,,,,,,
1996-04-01,35.21,37.15,37.42,38.09,1.3,,,,,,,,,,,,,,,,,,,,,,,35.1,37.04,37.33,38.09,1.3,,,,,,,,,,
1996-05-01,28.45,31.07,32.67,34.5,0.9,,,7.13,,,,,,,,,,,,,,,,,,,,28.45,31.07,32.67,34.5,0.91,,,,,,,,7.13,,
1996-06-01,27.81,29.64,31.93,33.56,1.0,,,7.52,,,,,,,,,,,,,,,,,,,,27.81,29.64,31.93,33.54,1.0,,,,,,,,7.52,,
1996-07-01,31.25,31.66,33.45,34.84,1.4,,,8.61,,,,,,,,,,,,,,,,,,,,31.25,31.66,33.45,34.84,1.4,,,,,,,,8.61,,
1996-08-01,26.51,29.16,31.45,32.74,1.35,,,8.35,,,,,,,,,,,,,,,,,,,,26.51,29.16,31.45,32.74,1.36,,,,,,,,8.35,,
1996-09-01,23.9,27.79,29.62,30.25,1.38,,,8.42,,,,,,,,,,,,,,,,,,,,23.9,27.79,29.62,30.25,1.38,,,,,,,,8.42,,
1996-10-01,25.75,27.68,28.27,28.13,1.63,,,7.81,,,,,,,,,,,,,,,,,,,,25.75,27.68,28.27,28.13,1.64,,,,,,,,7.81,,
1996-11-01,29.57,28.94,27.66,26.97,1.69,,,7.46,,,,,,,,,,,,,,,,,,,,29.57,28.94,27.66,26.97,1.69,,,,,,,,7.43,,
1996-12-01,27.23,26.51,25.7,25.71,1.42,,,6.88,,,,,,,,,,,,,,,,,,,,27.23,26.51,25.7,25.71,1.42,,,,,,,,6.88,,
1997-01-01,23.55,24.6,24.93,25.94,1.44,,,6.63,,,,,,,,,,,,,,,,,,,,23.55,24.6,24.93,25.94,1.44,0.0,,,,,,,6.61,0.0,
1997-02-01,19.8,21.96,22.97,24.14,1.28,,,6.32,6.3,,,,,,,,,,,,,,,,,,,19.84,22.0,23.0,24.14,1.28,0.0,,,,,,,6.32,6.3,
1997-03-01,21.66,22.32,22.79,24.1,1.3,,,6.46,6.48,,,,,,,,,,,,,,,,,,,21.66,22.32,22.79,24.1,1.3,0.0,,,,,,,6.46,6.48,
1997-04-01,21.35,22.37,22.8,24.14,1.31,,,7.08,6.98,,,,,,,,,,,,,,,,,,,21.35,22.37,22.8,24.14,1.32,0.0,,,,,,,7.03,6.98,
1997-05-01,18.42,20.59,21.72,23.06,1.3,,,7.01,6.96,,,,,,,,,,,,,,,,,,,18.42,20.59,21.72,23.06,1.3,0.0,,,,,,,7.01,6.96,
1997-06-01,20.17,21.4,21.7,22.61,1.37,,,6.74,6.75,,,,,,,,,,,,,,,,,,,20.17,21.4,21.7,22.61,1.37,0.0,,,,,,,6.74,6.75,
1997-07-01,18.8,19.4,20.56,20.73,1.19,,,6.09,6.11,,,,,,,,,,,,,,,,,,,18.8,19.4,20.56,20.73,1.19,0.0,,,,,,,6.1,6.12,
1997-08-01,18.93,20.15,21.18,21.18,1.17,,,6.07,6.07,,,,,,,,,,,,,,,,,,,18.93,20.26,21.27,21.26,1.17,0.0,,,,,,,6.08,6.07,
1997-09-01,18.02,20.51,21.41,21.22,0.0,,,6.14,6.12,,,,,,,,,,,,,,,,,,,18.02,20.51,21.41,21.22,0.0,0.0,,,,,,,6.14,6.12,
1997-10-01,17.92,19.91,20.35,20.13,0.0,0.52,,5.67,5.76,,,,,,,,,,,,,,,,,,,17.92,19.91,20.35,20.13,0.0,0.52,,,,,,,5.67,5.76,
1997-11-01,20.16,22.01,22.17,22.05,0.0,0.67,,6.16,6.25,,,,,,,,,,,,,,,,,,,20.16,22.01,22.17,22.05,0.0,0.67,,,,,,,6.16,6.25,
1997-12-01,18.85,19.88,20.0,20.04,0.0,0.52,,5.74,5.73,,,,,,,,,,,,,,,,,,,18.85,19.88,20.0,20.04,0.0,0.52,,,,,,,5.74,5.73,
1998-01-01,17.95,19.37,19.66,19.95,0.0,0.54,,5.91,5.95,,,,,,,,,,,,,,,,,,,17.95,19.37,19.66,19.95,0.0,0.54,,,,,,,5.91,5.95,
1998-02-01,18.74,19.63,20.05,20.47,0.0,0.53,,6.09,6.14,,,,,,,,,,,,,,,,,,,18.74,19.64,20.06,20.48,0.0,0.53,,,,,,,6.09,6.14,
1998-03-01,19.85,20.76,20.99,21.43,0.0,0.61,,6.7,6.73,,,,,,,,,,,,,,,,,,,19.85,20.76,20.99,21.43,0.0,0.61,,,,,,,6.7,6.73,
1998-04-01,19.03,19.47,19.59,20.52,0.0,0.59,,6.84,6.83,,,,,,,,,,,,,,,,,,,19.03,19.47,19.59,20.52,0.0,0.59,,,,,,,6.84,6.83,
1998-05-01,17.91,18.85,19.83,21.0,0.0,0.58,,7.06,7.07,,,,,,,,,,,,,,,,,,,17.91,18.85,19.83,21.0,0.0,0.58,,,,,,,7.06,7.07,
1998-06-01,19.5,20.99,22.08,23.2,0.0,0.66,,7.56,7.52,,,,,,,,,,,,,,,,,,,19.5,20.99,22.08,23.2,0.0,0.66,,,,,,,7.56,7.52,
1998-07-01,20.08,21.82,23.4,24.49,0.0,0.79,,7.65,7.53,,,,,,,,,,,,,,,,,,,20.08,21.82,23.4,24.49,0.0,0.79,,,,,,,7.65,7.53,
1998-08-01,22.64,25.22,26.83,27.99,0.0,0.97,,7.85,7.83,,,,,,,,,,,,,,,,,,,22.64,25.22,26.83,27.99,0.0,0.97,,,,,,,7.85,7.83,
1998-09-01,40.8,41.9,,,0.0,1.92,,,,,,,,,,,,,,,,,,,,,,41.33,41.03,0.0,0.0,0.0,1.92,,,,,,,,0.0,
1998-10-01,34.86,37.53,,,0.0,1.74,,,,,,,,,,,,,,,,,,,,,,34.81,37.49,0.0,0.0,0.0,1.71,,,,,,,,0.0,
1998-11-01,32.12,34.3,,,0.0,1.58,,,,,,,,,,,,,,,,,,,,,,32.12,34.3,0.0,0.0,0.0,1.58,,,,,,,,0.0,
1998-12-01,33.66,34.35,,,0.0,1.12,,,,,,,,,,,,,,,,,,,,,,33.66,34.35,0.0,0.0,0.0,1.12,,,,,,,,0.0,
1999-01-01,32.13,32.27,31.88,31.27,0.0,1.24,,,,,,,,,,,,,,,,,,,,,,32.04,32.27,31.88,31.27,0.0,1.26,,,,,,,,0.0,0.0
1999-02-01,28.76,28.72,28.29,28.29,0.0,1.23,,,8.36,,,,,,,,,,,,,,,,,,,28.76,28.72,28.29,28.29,0.0,1.23,,,,,,,,8.36,0.0
1999-03-01,23.47,23.86,23.87,25.1,0.0,1.2,,,8.05,,,,,,,,,,,,,,,,,,,23.47,23.86,23.87,25.1,0.0,1.19,,,,,,,,8.05,0.0
1999-04-01,20.29,21.05,21.5,23.26,1.03,1.32,,,7.79,,,,,,,,,,,,,,,,,,,20.29,21.05,21.5,23.26,1.03,1.32,,,,,,,,7.79,0.0
1999-05-01,19.89,21.02,21.82,22.74,1.07,1.34,,,7.83,,,,,,,,,,,,,,,,,,,19.89,21.02,21.82,22.74,1.07,1.34,,,,,,,,7.83,0.0
1999-06-01,21.08,21.35,22.46,23.55,1.01,1.35,,,8.05,,,,,,,,,,,,,,,,,,,21.08,21.35,22.46,23.55,1.01,1.35,,,,,,,,8.05,0.0
1999-07-01,19.78,20.78,22.31,23.58,0.84,1.26,,,8.15,,,,,,,,,,,,,,,,,,,19.76,20.78,22.41,23.74,0.84,1.26,,,,,,,,8.15,0.0
1999-08-01,20.54,21.49,24.33,25.46,1.06,1.39,,,8.35,,,,,,,,,,,,,,,,,,,20.54,21.49,24.33,25.46,1.07,1.39,,,,,,,,8.35,0.0
1999-09-01,19.71,21.34,23.15,24.01,1.01,1.3,,,8.51,,,,,,,,,,,,,,,,,,,19.71,21.34,23.15,24.0,1.01,1.3,,,,,,,,8.51,0.0
1999-10-01,17.87,20.3,21.93,22.88,0.84,1.16,,,8.26,7.14,,,,,,,,,,,,,,,,,,17.87,20.3,21.93,22.89,0.84,1.15,,,,,,,,8.26,7.14
1999-11-01,16.96,18.68,19.92,20.63,0.82,0.87,,,7.43,7.01,,,,,,,,,,,,,,,,,,16.96,18.68,19.91,20.62,0.83,0.86,,,,,,,,7.43,7.01
1999-12-01,16.45,17.65,18.3,18.76,0.68,0.8,,,6.66,6.63,,,,,,,,,,,,,,,,,,16.45,17.65,18.3,18.76,0.68,0.8,,,,,,,,6.66,6.63
2000-01-01,16.19,17.43,17.9,18.82,0.73,0.68,,,6.64,6.58,,,17.7,,,,,,,,,,,,,,,16.19,17.43,17.89,18.82,0.73,0.71,0.0,0.0,,,,,,6.64,6.58
2000-02-01,15.81,16.44,16.61,17.27,0.0,0.55,,,6.23,6.04,,,15.95,,,,,,,,,,,,,,,15.81,16.44,16.61,17.27,0.0,0.55,0.0,0.0,,,,,,6.63,6.04
2000-03-01,13.66,14.46,15.09,15.89,0.0,0.59,,,6.01,5.91,,,14.94,,,,,,,0.52,,,,,,,,13.66,14.46,15.09,15.89,0.0,0.6,0.0,0.52,,,,,,6.01,5.91
2000-04-01,12.93,14.37,15.49,17.04,0.0,,1.02,,,,,,15.95,,,,,,,0.84,,,,,,,,12.93,14.37,15.49,17.04,0.0,0.0,1.02,0.84,,,,,,0.0,0.0
2000-05-01,14.18,15.58,16.21,17.61,0.0,,0.89,,7.48,7.52,,,16.9,17.4,,,,,,1.34,,,,,,,,14.22,15.58,16.27,17.61,0.0,0.0,0.89,1.34,,,,,,7.48,7.52
2000-06-01,15.65,16.61,17.26,16.88,0.0,,0.9,,8.1,7.64,,,16.1,,,,,,,1.41,,,,,,,,15.65,16.61,17.26,16.88,0.0,0.0,0.9,1.41,,,,,,8.1,7.64
2000-07-01,13.73,14.62,15.27,15.84,0.0,,0.74,,,,,,14.95,,,,,,,1.21,,,,,,,,13.73,14.62,15.26,15.84,0.0,0.0,0.74,1.21,,,,,,0.0,0.0
2000-08-01,15.23,15.71,16.46,16.95,0.0,,0.84,,7.04,6.81,,,15.7,14.85,,,,,,1.12,1.09,,,,,,,15.23,15.71,16.46,16.95,0.0,0.0,0.84,1.12,1.09,,,,,7.04,6.81
2000-09-01,15.06,16.15,16.67,16.11,0.0,,1.0,,7.03,6.48,,,15.15,15.15,,,,,,1.02,1.1,,,,,,,15.06,16.15,16.67,16.11,0.0,0.0,1.0,1.02,1.1,,,,,7.03,6.48
2000-10-01,15.88,17.06,17.19,16.66,0.0,0.96,1.08,,,6.91,,,15.69,15.44,,,,,,1.22,1.22,,,,,,,15.88,17.06,17.19,16.66,0.0,0.96,1.08,1.22,1.22,,,,,0.0,6.91
2000-11-01,17.56,18.01,17.44,17.12,0.0,0.91,1.02,,,,,,15.38,14.74,,,,,,1.34,1.5,,,,,,,17.56,18.01,17.44,17.12,0.0,0.91,1.02,1.34,1.5,,,,,0.0,0.0
2000-12-01,17.05,17.41,17.11,17.12,0.0,0.82,0.93,,,6.78,,,15.3,14.63,,,,,,1.04,1.12,,,,,,,17.05,17.41,17.11,17.12,0.0,0.82,0.93,1.04,1.12,,,,,0.0,6.78
2001-01-01,17.89,18.5,17.57,17.89,0.0,1.1,1.16,,,7.47,,,,16.2,,,,,,1.07,1.15,,,,,,,17.89,18.5,17.57,17.89,0.0,1.1,1.16,1.07,1.15,,,,,0.0,7.47
2001-02-01,17.34,18.07,18.05,18.05,0.0,0.92,1.06,,,,,,15.95,15.57,,,,,,0.97,1.04,,,,,,,17.34,18.07,18.05,18.05,0.0,0.92,1.06,0.97,1.04,,,,,0.0,0.0
2001-03-01,15.8,16.47,16.96,16.68,0.0,0.79,0.92,,,7.68,,,15.29,14.48,,,,,,0.9,0.95,,,,,,,15.8,16.47,16.96,16.68,0.0,0.79,0.92,0.9,0.95,,,,,0.0,7.68
2001-04-01,14.96,15.4,15.91,15.52,0.0,0.61,0.72,,,7.26,,,14.07,13.67,,,,,,0.71,0.72,,,,,,,14.96,15.4,15.91,15.52,0.0,0.61,0.72,0.71,0.72,,,,,0.0,7.26
2001-05-01,11.95,12.61,13.55,14.24,0.0,0.53,0.52,,,6.34,,,12.5,13.2,,,,,,0.6,0.63,,,,,,,11.95,12.61,13.55,14.24,0.0,0.53,0.52,0.6,0.63,,,,,0.0,6.34
2001-06-01,9.43,10.27,11.04,11.99,0.0,0.5,0.42,,,,,,12.01,12.62,,,,,,0.57,0.62,,,,,,,9.43,10.27,11.04,11.99,0.0,0.5,0.42,0.57,0.62,,,,,0.0,0.0
2001-07-01,9.39,10.25,11.57,12.82,,0.72,0.57,,,6.05,,,13.25,12.07,,10.9,,,,0.72,0.73,,,,,,,9.39,10.25,11.57,12.82,,0.72,0.57,0.72,0.73,,,,,,6.05
2001-08-01,7.51,8.54,9.64,11.49,,0.62,0.46,,,6.25,,,12.39,12.08,,,,,,0.66,0.74,,,,,,,7.51,8.54,9.64,11.49,,0.62,0.46,0.66,0.74,,,,,,6.25
2001-09-01,9.32,10.88,11.76,12.49,,0.91,0.7,,,6.56,,,,13.03,,,,,,0.93,1.13,,,,,,,9.32,10.88,11.76,12.49,,0.91,0.7,0.93,1.13,,,,,,6.56
2001-10-01,8.36,9.68,11.46,12.84,,0.73,0.55,,,,,,12.59,11.19,,11.09,,,,0.87,1.03,,,,,,,8.36,9.68,11.46,12.84,,0.73,0.55,0.87,1.05,,,,,,
2001-11-01,7.43,8.69,10.36,11.43,,0.8,0.48,,,6.26,,,12.28,11.31,,,,,,0.98,1.14,,,,,,,7.43,8.69,10.36,11.43,,0.79,0.48,0.97,1.14,,,,,,6.26
2001-12-01,6.29,7.53,9.31,10.08,,0.64,0.47,,,5.78,,,11.02,10.3,,10.28,,,,0.82,0.96,,,,,,,6.29,7.53,9.31,10.08,,0.64,0.47,0.82,0.96,,,,,,5.78
2002-01-01,6.97,7.35,8.31,9.1,,0.54,0.32,,,5.29,,,10.29,9.75,,9.98,,,,0.84,0.97,,,,,,,6.97,7.35,8.31,9.1,,0.55,0.32,0.84,0.97,,,,,,5.29
2002-02-01,7.91,8.17,8.67,9.11,,0.47,0.3,,,,,,9.55,9.63,,9.93,,,,0.84,0.96,,,,,,,7.91,8.17,8.67,9.11,,0.47,0.3,0.84,0.96,,,,,,
2002-03-01,7.23,7.31,7.73,8.02,,0.42,0.29,,,5.11,,,9.23,9.62,,9.72,,,,0.75,0.86,,,,,,,7.23,7.31,7.73,8.02,,0.42,0.29,0.75,0.86,,,,,,5.11
2002-04-01,5.76,6.16,6.85,7.34,,0.42,0.25,,,4.89,,,8.35,9.48,,9.85,,,,0.69,0.81,,,,,,,5.76,6.4,6.85,7.34,,0.42,0.25,0.69,0.81,,,,,,4.89
2002-05-01,6.61,6.69,7.14,7.73,,0.43,0.38,,,,,,8.63,9.58,,9.2,,,,0.71,0.83,,,,,,,6.61,6.69,7.14,7.73,,0.43,0.38,0.71,0.83,,,,,,
2002-06-01,7.3,7.49,8.33,8.12,,0.38,0.42,,,5.32,,,8.72,9.5,,9.95,,,,0.71,0.82,,,,,,,7.3,7.49,8.33,8.12,,0.38,0.42,0.71,0.82,,,,,,5.32
2002-07-01,7.38,7.88,8.3,8.79,,,0.4,,,5.92,,,9.74,9.95,9.9,10.17,,,,0.72,,,0.68,,,,,7.38,7.88,8.3,8.79,,,0.4,0.72,,0.68,,,,,5.92
2002-08-01,6.68,7.07,7.8,8.56,,,0.4,,,5.8,,,9.56,9.84,9.93,10.23,,,,0.72,,,0.79,,,,,6.68,7.07,7.8,8.56,,,0.4,0.72,,0.79,,,,,5.8
2002-09-01,7.34,7.82,7.87,8.51,,,0.43,,,,,,9.48,10.94,9.81,10.22,,,,0.72,,,0.89,,,,,7.34,7.82,7.87,8.51,,,0.43,0.72,,0.9,,,,,
2002-10-01,7.66,8.23,9.05,9.67,,,0.55,,,6.06,,,10.85,10.46,11.08,11.17,,,,0.69,,,0.92,,,,,7.66,8.23,9.05,9.67,,,0.55,0.69,,0.92,,,,,6.06
2002-11-01,7.3,7.83,8.71,9.17,,,0.52,,,5.75,,,10.27,10.23,10.67,10.96,,,,0.68,,,0.89,,,,,7.3,7.83,8.71,9.17,,,0.52,0.68,,0.89,,,,,5.75
2002-12-01,6.88,7.27,8.14,8.41,,,0.48,,,,,,9.47,9.1,9.77,10.12,,,,0.68,,,0.85,,,,,6.88,7.27,8.14,8.41,,,0.48,0.68,,0.85,,,,,
2003-01-01,8.27,8.69,9.18,9.84,,,0.52,,,5.5,,,9.62,9.81,9.95,10.12,,,,0.7,,,0.9,,,,,8.27,8.69,9.18,9.84,,,0.52,0.7,,0.9,,,,,5.5
2003-02-01,9.04,8.86,9.04,9.19,,,0.48,,,5.44,,,9.8,9.55,10.25,10.09,,,,0.68,,,0.87,,,,,9.04,8.86,9.04,9.19,,,0.48,0.68,,0.87,,,,,5.44
2003-03-01,9.17,9.12,9.23,9.12,,,0.46,,,5.13,,,9.3,9.7,9.69,10.58,,,,0.67,,,0.83,,,,,9.17,9.12,9.23,9.12,,,0.46,0.67,,0.83,,,,,5.13
2003-04-01,7.86,8.0,8.1,8.33,,,0.39,,,,,,8.64,9.13,9.45,9.53,,,,0.58,,,0.67,,,,,7.86,8.0,8.1,8.33,,,0.39,0.58,,0.67,,,,,
2003-05-01,5.25,5.75,6.21,6.6,,,0.33,,,4.71,,,7.3,8.15,8.63,8.49,,,,0.59,,,0.63,,,,,5.25,5.75,6.21,6.6,,,0.33,0.59,,0.63,,,,,4.71
2003-06-01,5.2,5.37,6.03,6.51,,,0.36,,,4.19,,,6.85,7.35,7.87,8.07,,,,0.6,,,0.66,,,,,5.2,5.37,6.03,6.51,,,0.36,0.6,,0.66,,,,,4.19
2003-07-01,4.57,5.27,5.96,6.59,,,0.45,,,4.34,,,7.67,7.55,8.82,8.74,,,,0.61,,,0.69,,,,,4.57,5.27,5.96,6.59,,,0.45,0.61,,0.69,,,,,4.34
2003-08-01,4.45,5.11,5.9,6.63,,,0.49,,,,,,7.06,7.51,8.57,8.88,,,,0.62,,,0.71,,,,,4.45,5.11,5.9,6.63,,,0.49,0.62,,0.71,,,,,
2003-09-01,4.73,5.2,5.78,6.31,,,0.48,,,4.08,,,6.78,7.16,7.99,8.37,,,,0.57,,,0.61,,,,,4.73,5.2,5.78,6.31,,,0.48,0.57,,0.61,,,,,4.08
2003-10-01,5.11,5.38,5.59,5.92,,,0.35,,,3.89,,,7.05,7.32,8.18,8.24,8.39,,,0.55,,,0.58,,,,,5.11,5.38,5.59,5.92,,,0.35,0.55,,0.58,,,,,3.89
2003-11-01,4.99,5.23,5.74,6.42,,,0.38,,,,,,6.5,7.25,7.77,8.35,,,,0.53,,,0.54,,,,,4.99,5.23,5.74,6.42,,,0.38,0.53,,0.54,,,,,
2003-12-01,6.06,6.18,6.34,6.95,,,0.4,,,4.0,,,7.39,7.72,8.44,8.32,,,,0.51,,,0.54,,,,,6.06,6.18,6.34,6.95,,,0.4,0.51,,0.54,,,,,4.0
2004-01-01,4.95,5.11,5.49,5.76,,,0.37,,,3.99,,,6.6,7.39,7.96,8.32,8.79,,,0.45,,,0.51,,,,,4.95,5.11,5.49,5.76,,,0.37,0.45,,0.51,,,,,3.99
2004-02-01,5.57,5.63,5.85,6.26,,,0.37,,,4.07,,,7.19,7.74,8.26,8.38,,,,0.45,,,0.53,,,,,5.57,5.63,5.85,6.26,,,0.37,0.45,,0.53,,,,,4.07
2004-03-01,6.28,6.21,6.3,6.66,,,0.37,,,,,,7.04,7.59,8.3,8.6,9.32,,,0.41,,,0.5,,,,,6.28,6.21,6.3,6.66,,,0.37,0.41,,0.5,,,,,
2004-04-01,5.98,5.96,6.14,6.18,,,0.27,,,4.21,,,7.12,7.74,8.48,8.92,9.67,,,0.38,,,0.46,,,,,5.98,5.96,6.14,6.18,,,0.27,0.38,,0.49,,,,,4.21
2004-05-01,6.59,7.08,7.34,8.08,,,0.25,,,5.12,,,8.46,8.94,9.6,10.1,10.97,,,0.37,,,0.39,,,,,6.59,7.08,7.34,8.08,,,0.25,0.37,,0.39,,,,,5.12
2004-06-01,6.57,7.26,7.72,8.23,,,0.22,,,,,,9.2,9.27,10.22,10.3,11.35,,,0.38,,,0.37,,0.39,,,6.57,7.26,7.72,8.23,,,0.22,0.38,,0.37,,,,,
2004-07-01,6.81,7.3,7.85,8.25,,,0.2,,,5.59,,,8.51,9.86,9.51,9.78,10.99,,,0.38,,,0.37,,0.41,,,6.81,7.3,7.85,8.25,,,0.2,0.38,,0.37,,,,,5.59
2004-08-01,7.21,7.5,7.94,8.55,,,0.22,,,5.29,,,9.0,9.54,9.92,10.03,11.24,,,0.39,,,0.37,,0.4,,,7.21,7.5,7.94,8.55,,,0.22,0.39,,0.37,,,,,5.29
2004-09-01,7.36,7.75,8.02,8.56,,,0.21,,,5.0,,,9.05,9.38,10.14,10.27,10.79,,,0.38,,,0.37,,0.39,,,7.36,7.75,8.02,8.56,,,0.21,0.38,,0.37,,,,,5.0
2004-10-01,7.76,8.11,8.34,8.7,,,0.19,,,4.74,,,8.98,8.92,9.74,9.69,10.53,,,0.34,,,0.35,,0.39,,,7.76,8.11,8.34,8.7,,,0.19,0.34,,0.35,,,,,4.74
2004-11-01,8.2,8.58,8.81,9.08,,,0.17,,,4.96,,,8.92,9.36,9.75,10.35,11.03,,,0.33,,,0.32,,0.36,,,8.2,8.58,8.81,9.08,,,0.17,0.33,,0.32,,,,,4.96
2004-12-01,8.5,8.72,8.7,8.61,,,0.16,,,4.88,,,8.91,9.25,9.68,9.72,10.25,,,0.31,,,0.3,,0.29,,,8.5,8.72,8.7,8.61,,,0.16,0.31,,0.3,,,,,4.88
2005-01-01,8.6,8.74,8.62,8.61,,,0.16,,,5.16,,,8.8,9.17,9.22,10.02,10.1,,,0.27,,,0.26,,0.26,,,8.6,8.74,8.62,8.61,,,0.16,0.27,,0.26,,,,,5.16
2005-02-01,9.15,9.31,9.28,9.24,,,0.16,,,5.07,,,9.4,9.35,9.86,9.62,10.02,,,0.22,,,0.23,,0.24,,,9.15,9.31,9.28,9.24,,,0.16,0.22,,0.23,,,,,5.07
2005-03-01,9.41,9.74,9.78,9.88,,,0.16,,,5.08,,,9.73,9.6,9.98,10.26,10.52,,,0.23,,,0.22,,0.24,,,9.41,9.74,9.78,9.88,,,0.16,0.23,,0.22,,,,,5.08
2005-04-01,9.63,10.0,10.14,10.3,,,0.16,,,5.99,,,10.09,10.5,10.51,10.41,11.18,,,0.22,,,0.22,,0.23,,,9.63,10.0,10.14,10.3,,,0.16,0.22,,0.22,,,,,5.99
2005-05-01,9.75,9.92,10.03,10.18,,,0.15,,,5.67,,,9.83,10.31,10.03,9.84,10.87,,,0.24,,,0.22,,0.23,,,9.75,9.92,10.03,10.18,,,0.15,0.24,,0.22,,,,,5.67
2005-06-01,9.63,9.76,9.74,9.71,,,0.14,,,5.03,,,9.29,9.33,9.46,9.56,9.88,,,0.22,,,0.2,,0.2,,,9.63,9.76,9.74,9.71,,,0.14,0.22,,0.2,,,,,5.03
2005-07-01,9.61,9.74,9.68,9.59,,,0.15,,,4.9,,,9.1,9.28,9.1,9.37,9.82,,,0.21,,,0.17,,0.17,,,9.61,9.74,9.68,9.59,,,0.15,0.21,,0.17,,,,,4.9
2005-08-01,9.6,9.69,9.61,9.63,,,0.14,,,4.75,,,9.36,9.19,9.45,9.4,9.7,,,0.23,,,0.18,,0.18,,,9.6,9.69,9.61,9.63,,,0.14,0.23,,0.18,,,,,4.75
2005-09-01,9.21,9.14,8.91,8.94,,,0.15,,,4.18,,,8.78,8.32,8.7,8.5,9.02,,,0.23,,,0.17,,0.09,,,9.21,9.14,8.91,8.94,,,0.15,0.23,,0.17,,,,,4.18
2005-10-01,8.91,8.95,8.87,8.81,,,0.16,,,4.4,,,8.54,8.4,8.65,8.85,9.08,,,0.24,,,0.2,,0.22,,,8.91,8.95,8.87,8.81,,,0.16,0.24,,0.2,,,,,4.4
2005-11-01,8.71,8.76,8.74,8.55,,,0.16,,,4.51,,,8.41,8.36,8.85,8.73,8.94,,,0.22,,,0.21,,0.2,,,8.71,8.76,8.74,8.55,,,0.16,0.22,,0.21,,,,,4.51
2005-12-01,8.22,8.2,8.17,7.92,,,0.17,,,4.3,,,8.01,7.88,8.28,8.45,8.55,,,0.2,,,0.21,,0.18,,,8.22,8.2,8.17,7.92,,,0.17,0.2,,0.21,,,,,4.3
2006-01-01,7.88,7.8,7.7,7.7,,,,,,4.09,4.25,4.4,7.45,7.86,7.85,8.25,8.44,,,0.22,,,0.22,,0.22,,,7.88,7.8,7.7,7.7,,,,0.22,,0.22,,,,,4.09
2006-02-01,7.61,7.57,7.56,7.52,,,,,,4.09,4.19,4.24,7.62,7.81,7.9,8.21,8.37,,,0.19,,,0.22,,0.22,,,7.61,7.57,7.56,7.52,,,,0.19,,0.22,,,,,4.09
2006-03-01,7.37,7.38,7.49,7.57,,,,,,4.06,4.2,4.28,7.64,7.87,8.2,8.25,8.43,,,0.18,,,0.22,,0.24,,,7.37,7.38,7.49,7.57,,,,0.18,,0.22,,,,,4.06
2006-04-01,7.17,7.28,7.46,7.71,,,,,,4.25,4.65,4.68,8.23,8.0,8.65,8.57,9.19,,,0.19,,,0.21,,0.23,,,7.17,7.28,7.46,7.71,,,,0.19,,0.21,,,,,4.25
2006-05-01,7.02,7.12,7.29,7.44,,,,,,4.4,4.72,4.74,7.84,8.07,8.45,8.81,8.68,,,0.2,,,0.2,,0.22,,,7.02,7.12,7.29,7.44,,,,0.2,,0.2,,,,,4.4
2006-06-01,7.02,7.33,7.56,7.56,,,,,,5.0,5.13,5.19,8.5,8.47,9.35,9.73,9.49,,,0.25,,,0.2,,0.23,,,7.02,7.33,7.56,7.56,,,,0.25,,0.2,,,,,5.0
2006-07-01,7.03,7.18,7.35,7.51,,,,,,4.47,4.69,4.85,7.94,7.91,8.35,8.69,8.84,,,0.22,,,0.19,,0.22,,,7.03,7.18,7.35,7.51,,,,0.22,,0.19,,,,,4.47
2006-08-01,7.03,7.17,7.31,7.48,,,,,,4.04,4.33,4.39,7.64,7.87,7.93,8.08,8.65,,,0.2,,,0.19,,0.19,,,7.03,7.17,7.31,7.48,,,,0.2,,0.19,,,,,4.04
2006-09-01,7.06,7.18,7.35,7.53,,,,,,4.0,4.08,4.1,7.48,7.79,8.01,8.23,8.47,,,0.19,,,0.19,,0.18,,,7.06,7.18,7.35,7.53,,,,0.19,,0.19,,,,,4.0
